x1,x2,x3,y
44.98,29.46,36.97,11.3965
47.24,49.06,27.19,7.9114
20.05,18.73,11.33,6.8719
43.79,19.22,25.04,29.0488
21.21,23.09,12.49,3.6568
37.95,44.05,7.45,4.3289
9.4,18.22,23.85,2.7033
13.17,13.33,36.21,6.5428
18.87,24.52,42.98,3.7537
39.44,27.75,18.13,9.5619
40.69,24.57,19.1,11.8833
8.36,24.15,31.5,1.8291
34.36,21.29,43.54,11.4189
46.36,41.48,5.69,5.5088
17.58,36.6,43.46,1.7405
5.91,27.31,3.87,1.3863
34.08,0.82,28.55,230884.4688
35.07,35.02,8.83,9.5592
49.65,32.65,41,23.8231
24.97,11.57,11.96,27.0557
26.25,9.74,8.49,84.2872
35.52,25.95,5.35,9.67
24.26,29.98,0.38,2.9475
49.2,38.2,26.97,12.7811
32.84,13.28,36.92,42.5374
3.04,9.07,9.05,2.1885
28.43,44.14,1.72,3.9214
48.64,0.34,29.51,9219605
11.38,4.67,7.24,43.1055
40.34,15.73,16.58,75.2742
20.7,48.36,13.46,2.1579
1.57,32.42,6.5,1.0758
26.91,14.46,49.64,18.0887
19.26,23.25,4.34,5.9294
3.04,32.9,39.25,0.8318
16.41,19.48,48.01,6.8801
23.78,19.95,27.96,13.9113
2.76,14.26,25.32,1.5138
42.68,14.43,14.82,108.7186
3.59,6.59,44.19,2.1866
47.58,4.55,36.53,3491.488
16.69,36.08,6.01,1.9654
44.03,45.42,4.85,6.3518
47.39,8.18,32.09,547.3287
17,17.14,47.11,9.8681
21.75,10.13,43.27,27.8511
20.53,23.52,49.86,3.1849
27.86,17.46,42.58,17.3684
45.68,31.44,5.69,9.3853
35.3,41.24,1.17,4.4329
16.5,0.88,13.07,19800.9434
42.68,15.77,47.19,94.6901
14.13,5.43,29.42,72.8572
3.3,27.08,7.92,0.9378
29.07,43.6,27.27,4.5976
29.02,31.95,5,5.4621
41.56,40.66,3.49,10.2216
22.12,17.54,2.71,15.4456
30.04,41.08,41.72,5.1483
35.43,1.73,9.5,28364.0586
7.79,41.67,27.93,1.5852
10.46,24.04,32.57,2.0062
37.71,15.34,19.02,36.2534
43.72,27.12,35.52,23.7976
25.11,25.37,14.59,8.0041
31.19,28.97,49.28,6.1869
38.8,30.49,31.93,6.6635
40.83,35.72,36.02,9.6341
10.15,30.38,33.94,2.0171
13.27,45.05,6.25,1.5394
10.34,2.02,10.34,488.2223
40.67,40.19,39.03,6.669
5.75,26.43,11.95,1.4887
23.59,24.67,5.34,4.8302
41.47,6.24,38.07,814.3846
6.08,47.54,44.51,1.3036
2.87,23.73,27.02,1.105
38.84,19.33,43.81,20.2237
5.4,39.6,49.78,0.9202
20.59,18.56,21.19,11.0153
12.43,32.33,6.79,1.7282
17.43,38.94,11.12,2.4165
31.24,28.12,27.83,12.215
10.42,27.15,3.51,2.6823
37.18,21.53,25.05,13.2327
21.29,11.26,35.86,31.1523
25.87,36.7,49.14,3.5042
16.24,19.75,38.44,3.5626
43.62,29.21,48.61,16.3963
37.84,41.23,32.62,5.1422
45.85,28.56,32.13,12.758
15.13,24.67,32.37,2.7544
33.82,21.26,34.16,25.5749
1.78,20.37,48.82,1.0554
19.26,24.58,33.52,5.8356
42.4,11.47,47.99,199.065
17.33,0.89,25.19,22066.7441
17,36.14,11.63,2.0494
17.58,12.67,45.23,11.6207
13.51,0.36,1.18,164471.6406
33.06,18.06,48.8,24.8666
28.48,31.34,24.85,3.4434
27.59,7.16,41.28,234.8131
45.9,21.56,7.85,37.6069
21.12,28.83,12.61,2.7328
44.12,13.44,15.73,155.9198
23.22,8.19,24.63,59.3425
30.91,24.66,30.85,6.7461
44.72,4.73,1.65,2707.9114
6.63,14.02,31.92,2.1879
37.44,11.03,24.08,116.5216
5.59,38.03,26.8,1.0371
12.05,42.15,25.22,1.5283
15.42,48.06,38.28,1.4146
34.11,15.53,41.13,55.6062
24.67,28.15,43.04,4.3158
48.14,21.7,13.73,35.7409
48.47,23.4,13.78,30.6611
29.9,35.43,46.86,7.4255
32.35,9.03,14.41,167.2928
