x1,x2,x3,y
4.895,0.374,3.876,83.8496
4.089,0.403,4.268,39.9541
4.005,0.249,3.63,7.2255
2.401,0.219,0.713,0.5161
2.019,0.957,0.52,29.6405
3.02,0.255,0.422,0.5371
1.809,0.811,0.963,5.3114
3.683,0.011,0.737,0.0373
0.282,0.67,3.719,0.7819
0.133,3.422,0.297,0.1823
0.083,3.246,4.246,1.3281
0.336,3.56,3.436,10.2312
2.912,0.514,4.703,27.986
4.181,0.157,0.307,0.3067
3.205,0.289,4.363,7.5359
0.859,0.923,4.475,5.8877
3.099,0.374,1.783,4.9213
1.481,0.056,0.482,0.05
2.208,0.096,0.845,0.206
3.937,0.178,3.817,4.1259
0.334,2.156,2.276,2.5661
4.905,0.337,2.331,22.2158
0.045,3.82,2.053,0.3942
0.002,4.788,3.001,0.0358
3.307,0.164,1.801,1.3459
2.102,0.417,1.373,2.15
4.844,0.407,4.879,675.2147
2.94,0.35,0.763,1.6238
4.219,0.21,0.183,0.2976
3.836,0.097,4.133,1.8989
1.251,0.875,4.227,10.2271
0.941,0.401,0.55,0.2643
3.582,0.513,2.897,65.5518
3.318,0.166,1.361,1.0444
1.011,0.139,0.757,0.1227
2.885,0.611,1.148,17.063
2.248,0.461,2.266,4.8836
1.237,1.002,2.453,8.0036
3.447,0.25,4.069,6.1675
2.678,0.571,2.316,15.0488
4.458,0.428,1.013,42.0352
1.09,1.107,1.228,3.7434
4.694,0.393,4.019,95.513
3.473,0.263,2.205,3.7122
3.182,0.369,1.984,5.6496
2.932,0.262,2.456,3.0705
1.811,0.889,3.015,24.8981
4.965,0.285,1.238,5.9974
1.312,0.275,3.069,1.3604
2.476,0.282,3.041,3.2687
3.745,0.127,0.309,0.1987
2.768,0.272,2.408,2.9161
3.533,0.218,2.8,3.5141
4.418,0.394,0.271,3.6455
2.76,0.616,3.718,42.1716
4.579,0.436,0.149,167.3096
1.121,1.029,0.238,0.6546
0.631,2.826,2.078,34.1932
2.279,0.846,4.216,225.9073
2.989,0.024,3.755,0.2872
0.415,4.637,4.31,219.2935
4.93,0.16,4.848,6.3213
4.796,0.311,0.479,2.8194
3.891,0.43,0.732,7.4987
0.836,0.622,1.014,0.7199
1.037,0.939,1.81,3.4439
0.302,2.839,1.283,1.9318
3.574,0.03,0.187,0.0292
1.979,0.115,0.393,0.1093
2.303,0.592,0.916,3.9287
0.228,3.476,3.075,4.0431
1.459,0.894,2.748,10.3116
3.102,0.011,2.234,0.0864
3.604,0.318,1.292,3.475
1.415,0.869,4.853,15.501
4.559,0.09,4.954,2.5653
2.39,0.272,2.712,2.6173
4.029,0.238,1.011,1.8699
0.94,0.118,3.677,0.4372
2.69,0.416,0.824,2.1007
3.564,0.227,4.815,6.5469
2.327,0.005,0.947,0.0168
3.924,0.49,2.62,130.4481
2.573,0.255,1.778,1.7459
1.718,1.135,2.193,170.8139
4.412,0.076,0.367,0.153
3.178,0.146,0.88,0.5412
3.673,0.411,2.979,18.3473
3.271,0.152,2.312,1.5378
1.686,0.813,4.821,21.0121
0.113,2.287,4.074,1.2172
3.556,0.42,0.031,0.1897
3.953,0.416,1.481,13.7093
1.42,0.795,4.351,11.2854
4.517,0.273,2.613,8.4107
0.613,3.216,2.316,319.3797
4.805,0.124,3.578,3.0454
1.519,1.205,1.389,29.9895
0.939,0.62,0.306,0.2596
1.524,0.402,0.949,0.8463
3.698,0.381,4.746,22.6334
4.485,0.172,3.805,4.7877
4.076,0.228,4.139,7.1935
3.143,0.504,1.96,14.9393
2.758,0.554,4.291,27.7846
3.306,0.351,1.799,4.9814
1.588,1.192,1.533,54.1935
0.93,0.058,4.063,0.2308
4.84,0.288,4.799,22.0832
1.135,0.68,0.515,0.6566
4.032,0.278,0.552,1.4157
4.417,0.307,2.765,11.6512
2.428,0.699,2.128,23.8587
4.971,0.23,3.48,9.2941
3.924,0.506,0.623,171.1454
1.526,0.242,4.139,1.8819
1.664,0.23,2.866,1.3651
4.705,0.348,2.055,18.564
3.019,0.048,3.379,0.5329
1.202,0.348,1.272,0.6814
2.868,0.665,0.553,22.7448
1.606,0.357,3.062,2.4699
3.393,0.287,0.407,0.7813
3.186,0.035,0.741,0.0968
3.843,0.086,0.476,0.1969
3.909,0.214,1.132,1.6375
4.689,0.369,2.16,27.7158
0.026,3.947,1.352,0.1554
3.801,0.017,2.363,0.1672
2.019,0.869,0.801,11.4583
4.999,0.075,3.543,1.6414
1.355,0.601,3.04,4.1828
